channel,mae,rmse,sde,pearson_r,mean_bias,loa_upper,loa_lower
Systolic,11.575663566589355,15.03734016418457,15.093880653381348,0.4747345460537255,-0.14934447407722473,29.434661606550215,-29.733350554704664
Diastolic,8.652426719665527,11.250350952148438,11.289130210876465,0.4466375047423369,0.3023979067802429,22.429093120098113,-21.824297306537627
